"","X","ofcrec_cj_correct","ofcrec_vp_correct","ofcrec_speaker_correct","knowl_housemaj","knowl_senmaj","mode","validated_vote","dem_raceeth_x","gender_respondent_x","dem_edugroup_x","dem_eduspgroup_x","interest_attention","dem_age_r_x","justice_roberts","vp_biden","speaker_boehner","majority_house","majority_senate","mode_ftf","validated_voter16","race","female","college","spouse_educ","news_interest","age_cat6","pol_knowledge","treat","vote","v"
"637",1296,1,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",5,3,2,57,1,1,1,1,1,1,0,1,0,1,1,3,5,5,4,0,1
"638",1297,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,3,2,57,1,1,1,1,1,1,1,1,0,1,1,3,5,5,4,1,1
"639",1298,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,3,2,57,1,1,1,1,1,1,1,1,0,1,1,3,5,5,4,1,1
"640",1299,1,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",5,3,2,57,1,1,1,1,1,1,0,1,0,1,1,3,5,5,4,0,1
"641",1300,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,3,2,57,1,1,1,1,1,1,1,1,0,1,1,3,5,5,4,1,1
"642",1301,1,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",5,3,2,57,1,1,1,1,1,1,0,1,0,1,1,3,5,5,4,0,1
"643",1302,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,3,2,57,1,1,1,1,1,1,1,1,0,1,1,3,5,5,4,1,1
"644",1303,1,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",5,3,2,57,1,1,1,1,1,1,0,1,0,1,1,3,5,5,4,0,1
"645",1304,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,3,2,57,1,1,1,1,1,1,1,1,0,1,1,3,5,5,4,1,1
"646",1305,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,3,2,57,1,1,1,1,1,1,1,1,0,1,1,3,5,5,4,1,1
"647",1315,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",5,5,1,54,1,1,1,1,1,1,1,1,1,1,2,3,4,5,4,1,1
"648",1316,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",5,5,1,54,1,1,1,1,1,1,1,1,1,1,2,3,4,5,4,1,1
"649",1317,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",5,5,1,54,1,1,1,1,1,1,1,1,1,1,2,3,4,5,4,1,1
"650",1318,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",5,5,1,54,1,1,1,1,1,1,1,1,1,1,2,3,4,5,4,1,1
"651",1319,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",5,5,1,54,1,1,1,1,1,1,1,1,1,1,2,3,4,5,4,1,1
"652",1320,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,4,2,32,0,1,1,1,1,1,1,1,0,1,2,3,2,4,3,1,1
"653",1321,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,4,2,32,0,1,1,1,1,1,1,1,0,1,2,3,2,4,3,1,1
"654",1322,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,4,2,32,0,1,1,1,1,1,1,1,0,1,2,3,2,4,3,1,1
"655",1323,0,1,1,2,2,"1. FTF (face-to-face) mode",1,1,"2. Female",2,2,1,68,0,1,1,1,0,1,1,1,1,0,0,3,6,3,2,1,1
"656",1324,0,1,1,2,2,"1. FTF (face-to-face) mode",1,1,"2. Female",2,2,1,68,0,1,1,1,0,1,1,1,1,0,0,3,6,3,2,1,1
"657",1325,0,1,1,2,2,"1. FTF (face-to-face) mode",1,1,"2. Female",2,2,1,68,0,1,1,1,0,1,1,1,1,0,0,3,6,3,2,1,1
"658",1326,0,1,0,2,2,"1. FTF (face-to-face) mode",1,1,"2. Female",2,3,4,54,0,1,0,1,0,1,1,1,1,0,1,1,4,2,1,1,0
"659",1327,0,1,0,2,2,"1. FTF (face-to-face) mode",1,1,"2. Female",2,3,4,54,0,1,0,1,0,1,1,1,1,0,1,1,4,2,1,1,0
"660",1328,0,1,0,2,2,"1. FTF (face-to-face) mode",1,1,"2. Female",2,3,4,54,0,1,0,1,0,1,1,1,1,0,1,1,4,2,1,1,0
"661",1331,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",2,2,2,59,0,1,0,1,1,1,1,1,1,0,0,3,5,3,2,1,1
"662",1332,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",2,2,2,59,0,1,0,1,1,1,1,1,1,0,0,3,5,3,2,1,1
"663",1333,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",2,2,2,59,0,1,0,1,1,1,1,1,1,0,0,3,5,3,2,1,1
"664",1334,0,1,0,1,2,"1. FTF (face-to-face) mode",1,1,"1. Male",3,NA,4,52,0,1,0,0,0,1,1,1,0,1,NA,1,4,1,0,1,0
"665",1338,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",5,3,2,67,1,1,1,1,1,1,1,1,1,1,1,3,6,5,4,1,1
"666",1339,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",5,3,2,67,1,1,1,1,1,1,1,1,1,1,1,3,6,5,4,1,1
"667",1340,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",5,3,2,67,1,1,1,1,1,1,1,1,1,1,1,3,6,5,4,1,1
"668",1341,0,1,0,1,2,"1. FTF (face-to-face) mode",1,1,"1. Male",NA,4,3,55,0,1,0,0,0,1,1,1,0,NA,2,2,5,1,0,1,0
"669",1342,0,1,0,1,2,"1. FTF (face-to-face) mode",0,1,"1. Male",NA,4,3,55,0,1,0,0,0,1,0,1,0,NA,2,2,5,1,0,0,0
"670",1343,0,1,0,1,2,"1. FTF (face-to-face) mode",0,1,"1. Male",NA,4,3,55,0,1,0,0,0,1,0,1,0,NA,2,2,5,1,0,0,0
"671",1344,0,1,1,1,2,"1. FTF (face-to-face) mode",1,2,"2. Female",4,NA,2,56,0,1,1,0,0,1,1,2,1,1,NA,3,5,2,1,1,1
"672",1345,0,1,1,1,2,"1. FTF (face-to-face) mode",1,2,"2. Female",4,NA,2,56,0,1,1,0,0,1,1,2,1,1,NA,3,5,2,1,1,1
"673",1347,0,1,1,2,2,"1. FTF (face-to-face) mode",0,1,"2. Female",2,NA,4,36,0,1,1,1,0,1,0,1,1,0,NA,1,3,3,2,0,0
"674",1350,0,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"2. Female",2,2,4,50,0,1,1,1,1,1,0,1,1,0,0,1,4,4,3,0,0
"675",1352,0,1,0,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",1,1,4,24,0,1,0,1,1,1,0,1,0,0,0,1,1,3,2,0,0
"676",1354,0,1,0,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",1,1,4,24,0,1,0,1,1,1,0,1,0,0,0,1,1,3,2,0,0
"677",1358,0,1,1,2,2,"1. FTF (face-to-face) mode",0,4,"1. Male",2,NA,1,35,0,1,1,1,0,1,0,4,0,0,NA,3,3,3,2,0,1
"678",1359,0,1,1,2,2,"1. FTF (face-to-face) mode",1,4,"1. Male",2,NA,1,35,0,1,1,1,0,1,1,4,0,0,NA,3,3,3,2,1,1
"679",1391,0,1,0,2,2,"1. FTF (face-to-face) mode",1,1,"2. Female",4,5,3,44,0,1,0,1,0,1,1,1,1,1,2,2,3,2,1,1,0
"680",1392,0,1,0,2,2,"1. FTF (face-to-face) mode",1,1,"2. Female",4,5,3,44,0,1,0,1,0,1,1,1,1,1,2,2,3,2,1,1,0
"681",1393,0,1,0,2,2,"1. FTF (face-to-face) mode",1,1,"2. Female",4,5,3,44,0,1,0,1,0,1,1,1,1,1,2,2,3,2,1,1,0
"682",1395,0.5,1,0,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",2,NA,2,75,1,1,0,1,1,1,0,1,0,0,NA,3,6,4,3,0,1
"683",1396,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",2,2,3,56,0,1,0,1,1,1,1,1,0,0,0,2,5,3,2,1,0
"684",1397,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",2,2,3,56,0,1,0,1,1,1,1,1,0,0,0,2,5,3,2,1,0
"685",1398,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",2,2,3,56,0,1,0,1,1,1,1,1,0,0,0,2,5,3,2,1,0
"686",1414,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,3,1,80,1,1,1,1,1,1,1,1,0,1,1,3,6,5,4,1,1
"687",1415,1,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",4,3,1,80,1,1,1,1,1,1,0,1,0,1,1,3,6,5,4,0,1
"688",1416,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,3,1,80,1,1,1,1,1,1,1,1,0,1,1,3,6,5,4,1,1
"689",1417,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,3,1,80,1,1,1,1,1,1,1,1,0,1,1,3,6,5,4,1,1
"690",1418,0.5,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",2,NA,3,41,1,1,1,1,1,1,0,1,0,0,NA,2,3,5,4,0,0
"691",1423,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",2,2,2,39,0,1,1,1,1,1,1,1,0,0,0,3,3,4,3,1,1
"692",1424,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",2,2,2,39,0,1,1,1,1,1,1,1,0,0,0,3,3,4,3,1,1
"693",1425,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",2,2,2,39,0,1,1,1,1,1,1,1,0,0,0,3,3,4,3,1,1
"694",1426,0,1,0,1,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,5,2,53,0,1,0,0,1,1,1,1,1,1,2,3,4,2,1,1,1
"695",1427,0,1,0,1,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,5,2,53,0,1,0,0,1,1,1,1,1,1,2,3,4,2,1,1,1
"696",1428,0,1,0,1,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,5,2,53,0,1,0,0,1,1,1,1,1,1,2,3,4,2,1,1,1
"697",1429,0,1,0,1,1,"1. FTF (face-to-face) mode",0,1,"2. Female",3,5,2,53,0,1,0,0,1,1,0,1,1,1,2,3,4,2,1,0,1
"698",1430,0,1,0,1,1,"1. FTF (face-to-face) mode",0,1,"2. Female",3,5,2,53,0,1,0,0,1,1,0,1,1,1,2,3,4,2,1,0,1
"699",1436,1,1,1,2,1,"1. FTF (face-to-face) mode",1,3,"1. Male",5,5,2,40,1,1,1,1,1,1,1,4,0,1,2,3,3,5,4,1,1
"700",1437,1,1,1,2,1,"1. FTF (face-to-face) mode",0,3,"1. Male",5,5,2,40,1,1,1,1,1,1,0,4,0,1,2,3,3,5,4,0,1
"701",1438,1,1,1,2,1,"1. FTF (face-to-face) mode",1,3,"1. Male",5,5,2,40,1,1,1,1,1,1,1,4,0,1,2,3,3,5,4,1,1
"702",1439,1,1,1,2,1,"1. FTF (face-to-face) mode",0,3,"1. Male",5,5,2,40,1,1,1,1,1,1,0,4,0,1,2,3,3,5,4,0,1
"703",1440,1,1,1,2,1,"1. FTF (face-to-face) mode",0,3,"1. Male",5,5,2,40,1,1,1,1,1,1,0,4,0,1,2,3,3,5,4,0,1
"704",1441,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",5,2,1,67,1,1,1,1,1,1,1,1,1,1,0,3,6,5,4,1,1
"705",1442,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",5,2,1,67,1,1,1,1,1,1,1,1,1,1,0,3,6,5,4,1,1
"706",1443,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",5,2,1,67,1,1,1,1,1,1,1,1,1,1,0,3,6,5,4,1,1
"707",1448,0.5,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",4,NA,2,64,1,1,1,1,1,1,0,1,0,1,NA,3,5,5,4,0,1
"708",1449,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,NA,2,64,1,1,1,1,1,1,1,1,0,1,NA,3,5,5,4,1,1
"709",1450,0.5,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",4,NA,2,64,1,1,1,1,1,1,0,1,0,1,NA,3,5,5,4,0,1
"710",1451,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,NA,2,64,1,1,1,1,1,1,1,1,0,1,NA,3,5,5,4,1,1
"711",1452,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,NA,2,64,1,1,1,1,1,1,1,1,0,1,NA,3,5,5,4,1,1
"712",1453,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,NA,2,64,1,1,1,1,1,1,1,1,0,1,NA,3,5,5,4,1,1
"713",1454,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,5,2,58,0,1,1,1,1,1,1,1,0,1,2,3,5,4,3,1,1
"714",1455,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,5,2,58,0,1,1,1,1,1,1,1,0,1,2,3,5,4,3,1,1
"715",1456,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,5,2,58,0,1,1,1,1,1,1,1,0,1,2,3,5,4,3,1,1
"716",1474,0,1,0,2,1,"1. FTF (face-to-face) mode",0,1,"2. Female",3,2,3,40,0,1,0,1,1,1,0,1,1,1,0,2,3,3,2,0,0
"717",1475,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,2,3,40,0,1,0,1,1,1,1,1,1,1,0,2,3,3,2,1,0
"718",1476,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,2,3,40,0,1,0,1,1,1,1,1,1,1,0,2,3,3,2,1,0
"719",1477,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",3,2,3,53,0,1,0,1,1,1,1,1,0,1,0,2,4,3,2,1,0
"720",1478,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",3,2,3,53,0,1,0,1,1,1,1,1,0,1,0,2,4,3,2,1,0
"721",1479,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",3,2,3,53,0,1,0,1,1,1,1,1,0,1,0,2,4,3,2,1,0
"722",1480,0.5,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"2. Female",5,NA,1,71,1,1,1,1,1,1,0,1,1,1,NA,3,6,5,4,0,1
"723",1481,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",5,NA,1,71,1,1,1,1,1,1,1,1,1,1,NA,3,6,5,4,1,1
"724",1482,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",5,NA,1,71,1,1,1,1,1,1,1,1,1,1,NA,3,6,5,4,1,1
"725",1483,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",5,NA,1,71,1,1,1,1,1,1,1,1,1,1,NA,3,6,5,4,1,1
"726",1484,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",5,NA,1,71,1,1,1,1,1,1,1,1,1,1,NA,3,6,5,4,1,1
"727",1485,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",3,2,2,84,1,1,1,1,1,1,1,1,0,1,0,3,6,5,4,1,1
"728",1486,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",4,NA,2,79,1,1,1,1,1,1,1,1,1,1,NA,3,6,5,4,1,1
"729",1487,0.5,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"2. Female",4,NA,2,79,1,1,1,1,1,1,0,1,1,1,NA,3,6,5,4,0,1
"730",1488,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",4,NA,2,79,1,1,1,1,1,1,1,1,1,1,NA,3,6,5,4,1,1
"731",1489,0.5,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"2. Female",4,NA,2,79,1,1,1,1,1,1,0,1,1,1,NA,3,6,5,4,0,1
"732",1490,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",4,NA,2,79,1,1,1,1,1,1,1,1,1,1,NA,3,6,5,4,1,1
"733",1491,0,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",3,3,3,41,0,1,1,1,1,1,0,1,0,1,1,2,3,4,3,0,0
"734",1492,0,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",3,3,3,41,0,1,1,1,1,1,0,1,0,1,1,2,3,4,3,0,0
"735",1493,0,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",3,3,3,41,0,1,1,1,1,1,0,1,0,1,1,2,3,4,3,0,0
"736",1494,0,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",3,3,3,41,0,1,1,1,1,1,0,1,0,1,1,2,3,4,3,0,0
"737",1495,0,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",3,3,3,41,0,1,1,1,1,1,0,1,0,1,1,2,3,4,3,0,0
"738",1500,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,4,3,29,0,1,0,1,1,1,1,1,0,1,2,2,2,3,2,1,0
"739",1501,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,4,3,29,0,1,0,1,1,1,1,1,0,1,2,2,2,3,2,1,0
"740",1502,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,4,3,29,0,1,0,1,1,1,1,1,0,1,2,2,2,3,2,1,0
"741",1503,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,4,3,29,0,1,0,1,1,1,1,1,0,1,2,2,2,3,2,1,0
"742",1504,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,4,3,29,0,1,0,1,1,1,1,1,0,1,2,2,2,3,2,1,0
"743",1508,0.5,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",2,2,2,63,1,1,0,1,1,1,1,1,1,0,0,3,5,4,3,1,1
"744",1509,0.5,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",2,2,2,63,1,1,0,1,1,1,1,1,1,0,0,3,5,4,3,1,1
"745",1510,0.5,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",2,2,2,63,1,1,0,1,1,1,1,1,1,0,0,3,5,4,3,1,1
"746",1512,0,0,0,2,1,"1. FTF (face-to-face) mode",0,1,"2. Female",1,NA,4,59,0,0,0,1,1,1,0,1,1,0,NA,1,5,2,1,0,0
"747",1513,0,0,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",1,NA,4,59,0,0,0,1,1,1,1,1,1,0,NA,1,5,2,1,1,0
"748",1516,0,0,0,2,2,"1. FTF (face-to-face) mode",0,1,"2. Female",2,2,4,26,0,0,0,1,0,1,0,1,1,0,0,1,2,1,0,0,0
"749",1518,0,0,0,2,2,"1. FTF (face-to-face) mode",0,1,"2. Female",2,2,4,26,0,0,0,1,0,1,0,1,1,0,0,1,2,1,0,0,0
"750",1524,0,1,0,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",3,NA,1,65,0,1,0,1,1,1,0,1,0,1,NA,3,6,3,2,0,1
"751",1525,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",3,NA,1,65,0,1,0,1,1,1,1,1,0,1,NA,3,6,3,2,1,1
"752",1526,0,1,0,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",3,NA,1,65,0,1,0,1,1,1,0,1,0,1,NA,3,6,3,2,0,1
"753",1527,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",3,NA,1,65,0,1,0,1,1,1,1,1,0,1,NA,3,6,3,2,1,1
"754",1530,0,1,0,1,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,NA,1,27,0,1,0,0,1,1,1,1,0,1,NA,3,2,2,1,1,1
"755",1531,0,1,0,1,1,"1. FTF (face-to-face) mode",0,1,"1. Male",4,NA,1,27,0,1,0,0,1,1,0,1,0,1,NA,3,2,2,1,0,1
"756",1532,0,1,0,1,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,NA,1,27,0,1,0,0,1,1,1,1,0,1,NA,3,2,2,1,1,1
"757",1533,0,1,0,1,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,NA,1,27,0,1,0,0,1,1,1,1,0,1,NA,3,2,2,1,1,1
"758",1534,0,1,0,1,1,"1. FTF (face-to-face) mode",0,1,"1. Male",4,NA,1,27,0,1,0,0,1,1,0,1,0,1,NA,3,2,2,1,0,1
"759",1535,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",2,2,2,65,1,1,1,1,1,1,1,1,1,0,0,3,6,5,4,1,1
"760",1536,0.5,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"2. Female",2,2,2,65,1,1,1,1,1,1,0,1,1,0,0,3,6,5,4,0,1
"761",1537,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",2,2,2,65,1,1,1,1,1,1,1,1,1,0,0,3,6,5,4,1,1
"762",1538,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",2,2,2,65,1,1,1,1,1,1,1,1,1,0,0,3,6,5,4,1,1
"763",1539,0.5,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"2. Female",2,2,2,65,1,1,1,1,1,1,0,1,1,0,0,3,6,5,4,0,1
"764",1540,0.5,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"2. Female",2,2,2,65,1,1,1,1,1,1,0,1,1,0,0,3,6,5,4,0,1
"765",1541,0,0,0,1,1,"1. FTF (face-to-face) mode",0,1,"2. Female",2,NA,4,62,0,0,0,0,1,1,0,1,1,0,NA,1,5,1,0,0,0
"766",1542,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,5,2,64,0,1,1,1,1,1,1,1,0,1,2,3,5,4,3,1,1
"767",1543,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,5,2,64,0,1,1,1,1,1,1,1,0,1,2,3,5,4,3,1,1
"768",1544,0,1,0,1,2,"1. FTF (face-to-face) mode",1,1,"1. Male",3,3,3,37,0,1,0,0,0,1,1,1,0,1,1,2,3,1,0,1,0
"769",1545,0,1,0,1,2,"1. FTF (face-to-face) mode",0,1,"1. Male",3,3,3,37,0,1,0,0,0,1,0,1,0,1,1,2,3,1,0,0,0
"770",1546,0,1,0,1,2,"1. FTF (face-to-face) mode",0,1,"1. Male",3,3,3,37,0,1,0,0,0,1,0,1,0,1,1,2,3,1,0,0,0
"771",1547,0,1,0,1,2,"1. FTF (face-to-face) mode",0,1,"1. Male",3,3,3,37,0,1,0,0,0,1,0,1,0,1,1,2,3,1,0,0,0
"772",1548,0,1,0,1,2,"1. FTF (face-to-face) mode",0,1,"1. Male",3,3,3,37,0,1,0,0,0,1,0,1,0,1,1,2,3,1,0,0,0
"773",1549,0,1,0,1,2,"1. FTF (face-to-face) mode",0,1,"1. Male",3,3,3,37,0,1,0,0,0,1,0,1,0,1,1,2,3,1,0,0,0
"774",1550,0,1,0,1,2,"1. FTF (face-to-face) mode",0,1,"1. Male",3,3,3,37,0,1,0,0,0,1,0,1,0,1,1,2,3,1,0,0,0
"775",1551,0,1,0,1,2,"1. FTF (face-to-face) mode",0,1,"1. Male",3,3,3,37,0,1,0,0,0,1,0,1,0,1,1,2,3,1,0,0,0
"776",1552,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",2,NA,3,75,0,1,1,1,1,1,1,1,0,0,NA,2,6,4,3,1,0
"777",1553,0,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",2,NA,3,75,0,1,1,1,1,1,0,1,0,0,NA,2,6,4,3,0,0
"778",1563,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",3,NA,2,56,0,1,0,1,1,1,1,1,0,1,NA,3,5,3,2,1,1
"779",1564,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",3,NA,2,56,0,1,0,1,1,1,1,1,0,1,NA,3,5,3,2,1,1
"780",1565,0,1,0,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",3,NA,2,56,0,1,0,1,1,1,0,1,0,1,NA,3,5,3,2,0,1
"781",1566,0,1,0,2,2,"1. FTF (face-to-face) mode",0,1,"2. Female",3,NA,3,58,0,1,0,1,0,1,0,1,1,1,NA,2,5,2,1,0,0
"782",1567,0,1,0,2,2,"1. FTF (face-to-face) mode",1,1,"2. Female",3,NA,3,58,0,1,0,1,0,1,1,1,1,1,NA,2,5,2,1,1,0
"783",1568,0,1,0,2,2,"1. FTF (face-to-face) mode",0,1,"2. Female",3,NA,3,58,0,1,0,1,0,1,0,1,1,1,NA,2,5,2,1,0,0
"784",1569,0,1,0,2,2,"1. FTF (face-to-face) mode",1,1,"2. Female",3,NA,3,58,0,1,0,1,0,1,1,1,1,1,NA,2,5,2,1,1,0
"785",1572,0,1,0,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",2,2,2,64,0,1,0,1,1,1,0,1,0,0,0,3,5,3,2,0,1
"786",1573,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",2,2,2,64,0,1,0,1,1,1,1,1,0,0,0,3,5,3,2,1,1
"787",1574,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",2,2,2,64,0,1,0,1,1,1,1,1,0,0,0,3,5,3,2,1,1
"788",1575,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",2,2,2,64,0,1,0,1,1,1,1,1,0,0,0,3,5,3,2,1,1
"789",1576,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",3,2,1,63,0,1,1,1,1,1,1,1,0,1,0,3,5,4,3,1,1
"790",1577,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",3,2,1,63,0,1,1,1,1,1,1,1,0,1,0,3,5,4,3,1,1
"791",1578,0,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",3,2,1,63,0,1,1,1,1,1,0,1,0,1,0,3,5,4,3,0,1
"792",1579,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",3,2,1,63,0,1,1,1,1,1,1,1,0,1,0,3,5,4,3,1,1
"793",1598,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,5,1,80,1,1,1,1,1,1,1,1,0,1,2,3,6,5,4,1,1
"794",1599,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,5,1,80,1,1,1,1,1,1,1,1,0,1,2,3,6,5,4,1,1
"795",1600,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,5,1,80,1,1,1,1,1,1,1,1,0,1,2,3,6,5,4,1,1
"796",1633,0,1,0,1,2,"1. FTF (face-to-face) mode",0,1,"2. Female",3,3,4,57,0,1,0,0,0,1,0,1,1,1,1,1,5,1,0,0,0
"797",1634,0,1,0,1,2,"1. FTF (face-to-face) mode",0,1,"2. Female",3,3,4,57,0,1,0,0,0,1,0,1,1,1,1,1,5,1,0,0,0
"798",1635,0,1,0,1,2,"1. FTF (face-to-face) mode",1,1,"2. Female",3,3,4,57,0,1,0,0,0,1,1,1,1,1,1,1,5,1,0,1,0
