"","X","V162076a","V162076b","V162072","V162073a","V162073b","V161515","V161516","V160501","V162062x","vote2016","V161310x","V161342","V161270","V161272","V161003","V161267c","justice_roberts","vp_biden","speaker_ryan","majority_house","majority_senate","mode_ftf","validated_vote","race","female","college","spouse_educ","news_interest","dem_age_r_x","age_cat6","pol_knowledge","treat","vote","v"
"3113",3773,0,0,1,1,1,2,2,"2. Web",2,1,1,2,12,12,"2. Most of the time",1950,0,1,1,1,1,0,1,1,1,1,1,4,66,6,4,3,1,2
"3114",3774,1,1,1,1,1,1,1,"2. Web",2,1,1,2,13,16,"4. Some of the time",1975,1,1,1,0,0,0,1,1,1,1,2,2,41,3,3,2,1,0
"3115",3775,0,0,0,0,0,2,1,"2. Web",-2,0,5,2,10,NA,"3. About half the time",1970,0,0,0,1,0,0,0,3,1,1,NA,3,46,4,1,0,0,1
"3116",3776,0,0,1,1,1,2,2,"2. Web",1,1,1,1,13,13,"2. Most of the time",1968,0,1,1,1,1,0,1,1,0,1,2,4,48,4,4,3,1,2
"3117",3777,1,1,1,1,1,2,1,"2. Web",-2,1,1,1,11,9,"4. Some of the time",1951,1,1,1,1,0,0,1,1,0,1,0,2,65,6,4,3,1,0
"3118",3778,0,0,1,1,1,2,2,"2. Web",2,1,1,2,12,10,"2. Most of the time",1943,0,1,1,1,1,0,1,1,1,1,1,4,73,6,4,3,1,2
"3119",3780,1,1,1,1,1,2,2,"2. Web",-2,0,6,2,10,NA,"4. Some of the time",1990,1,1,1,1,1,0,0,4,1,1,NA,2,26,2,5,4,0,0
"3120",3781,0,0,1,1,1,2,2,"2. Web",2,0,1,2,12,13,"2. Most of the time",1969,0,1,1,1,1,0,0,1,1,1,2,4,47,4,4,3,0,2
"3121",3782,1,1,1,1,1,2,2,"2. Web",2,1,1,1,13,NA,"2. Most of the time",1947,1,1,1,1,1,0,1,1,0,1,NA,4,69,6,5,4,1,2
"3122",3783,0.5,0,1,0,0.5,2,2,"2. Web",1,1,2,2,12,NA,"2. Most of the time",1975,1,1,1,1,1,0,1,2,1,1,NA,4,41,3,5,4,1,2
"3123",3785,0,0,1,0,0,2,2,"2. Web",2,1,1,1,13,13,"1. Always",1962,0,1,0,1,1,0,1,1,0,1,2,5,54,4,3,2,1,3
"3124",3786,0,0,1,0,0,1,1,"2. Web",2,1,1,1,9,NA,"1. Always",1964,0,1,0,0,0,0,1,1,0,0,NA,5,52,4,1,0,1,3
"3125",3787,0,0,0,0,0,1,1,"2. Web",1,1,2,2,10,10,"3. About half the time",1966,0,0,0,0,0,0,1,2,1,1,1,3,50,4,0,0,1,1
"3126",3788,1,1,1,1,1,2,2,"2. Web",2,1,1,2,14,NA,"2. Most of the time",1960,1,1,1,1,1,0,1,1,1,1,NA,4,56,5,5,4,1,2
"3127",3789,1,1,1,1,1,2,2,"2. Web",1,1,1,1,14,13,"2. Most of the time",1946,1,1,1,1,1,0,1,1,0,1,2,4,70,6,5,4,1,2
"3128",3790,0,0,0,0,0.5,1,2,"2. Web",-2,1,2,2,9,NA,"2. Most of the time",1970,0,0,1,0,1,0,1,2,1,0,NA,4,46,4,2,1,1,2
"3129",3792,0,0,1,1,1,2,2,"2. Web",2,1,1,2,12,9,"2. Most of the time",1982,0,1,1,1,1,0,1,1,1,1,0,4,34,2,4,3,1,2
"3130",3793,0,0,1,0,0,2,1,"2. Web",2,1,1,1,13,10,"1. Always",1943,0,1,0,1,0,0,1,1,0,1,1,5,73,6,2,1,1,3
"3131",3794,0,0,1,1,1,2,2,"2. Web",1,1,1,1,13,14,"2. Most of the time",1956,0,1,1,1,1,0,1,1,0,1,2,4,60,5,4,3,1,2
"3132",3795,0,0,1,1,1,1,1,"2. Web",2,1,1,2,9,NA,"3. About half the time",1958,0,1,1,0,0,0,1,1,1,0,NA,3,58,5,2,1,1,1
"3133",3797,0,0,1,0,0,2,2,"2. Web",1,0,1,1,9,NA,"5. Never",1993,0,1,0,1,1,0,0,1,0,0,NA,1,23,1,3,2,0,0
"3134",3798,0,0,0,0,0,2,2,"2. Web",-2,0,5,1,9,9,"4. Some of the time",1987,0,0,0,1,1,0,0,3,0,0,0,2,29,2,2,1,0,0
"3135",3799,1,1,1,0,0.5,1,1,"2. Web",2,0,1,2,10,9,"4. Some of the time",1985,1,1,1,0,0,0,0,1,1,1,0,2,31,2,3,2,0,0
"3136",3800,0.5,0,1,1,1,2,2,"2. Web",-9,1,1,1,13,13,"2. Most of the time",1972,1,1,1,1,1,0,1,1,0,1,2,4,44,3,5,4,1,2
"3137",3801,0,0,1,0,0.5,1,2,"2. Web",-2,1,1,1,9,NA,"3. About half the time",1996,0,1,1,0,1,0,1,1,0,0,NA,3,20,1,3,2,1,1
"3138",3802,1,1,1,1,1,2,2,"2. Web",2,1,1,1,10,10,"4. Some of the time",1955,1,1,1,1,1,0,1,1,0,1,1,2,61,5,5,4,1,0
"3139",3803,0,0,1,1,1,2,2,"2. Web",3,1,5,2,10,NA,"2. Most of the time",1954,0,1,1,1,1,0,1,3,1,1,NA,4,62,5,4,3,1,2
"3140",3804,1,1,1,1,1,1,2,"2. Web",-2,0,5,2,9,11,"4. Some of the time",1981,1,1,1,0,1,0,0,3,1,0,1,2,35,3,4,3,0,0
"3141",3805,1,1,1,1,1,2,2,"2. Web",2,1,1,2,15,NA,"2. Most of the time",1956,1,1,1,1,1,0,1,1,1,1,NA,4,60,5,5,4,1,2
"3142",3806,1,1,1,1,1,2,1,"2. Web",2,1,1,1,9,9,"1. Always",1958,1,1,1,1,0,0,1,1,0,0,0,5,58,5,4,3,1,3
"3143",3807,1,1,1,0,0.5,1,2,"2. Web",-2,0,1,2,10,NA,"4. Some of the time",1979,1,1,1,0,1,0,0,1,1,1,NA,2,37,3,4,3,0,0
"3144",3808,0,0,1,1,1,2,1,"2. Web",1,0,1,2,13,13,"3. About half the time",1976,0,1,1,1,0,0,0,1,1,1,2,3,40,3,3,2,0,1
"3145",3809,1,1,1,1,1,1,2,"2. Web",1,1,1,1,14,14,"4. Some of the time",1973,1,1,1,0,1,0,1,1,0,1,2,2,43,3,4,3,1,0
"3146",3810,1,0,1,1,1,2,1,"2. Web",2,1,1,2,10,10,"3. About half the time",1955,1,1,1,1,0,0,1,1,1,1,1,3,61,5,4,3,1,1
"3147",3811,0.5,0,1,1,1,2,1,"2. Web",1,1,3,2,14,NA,"3. About half the time",1960,1,1,1,1,0,0,1,4,1,1,NA,3,56,5,4,3,1,1
"3148",3812,0,0,1,1,1,1,1,"2. Web",1,1,1,2,13,11,"3. About half the time",1985,0,1,1,0,0,0,1,1,1,1,1,3,31,2,2,1,1,1
"3149",3813,0,0,0,0,0.5,2,1,"2. Web",2,1,1,1,10,NA,"3. About half the time",1998,0,0,1,1,0,0,1,1,0,1,NA,3,18,1,2,1,1,1
"3150",3815,0,0,1,1,1,2,1,"2. Web",5,1,1,2,13,13,"4. Some of the time",1980,0,1,1,1,0,0,1,1,1,1,2,2,36,3,3,2,1,0
"3151",3817,0,0,1,0,0,2,2,"2. Web",3,1,1,2,13,NA,"2. Most of the time",1957,0,1,0,1,1,0,1,1,1,1,NA,4,59,5,3,2,1,2
"3152",3818,1,1,1,1,1,2,2,"2. Web",1,1,1,1,9,10,"2. Most of the time",1957,1,1,1,1,1,0,1,1,0,0,1,4,59,5,5,4,1,2
"3153",3819,0,0,0,0,0,1,1,"2. Web",1,1,5,2,9,NA,"3. About half the time",1979,0,0,0,0,0,0,1,3,1,0,NA,3,37,3,0,0,1,1
"3154",3821,0,0,1,0,0,2,2,"2. Web",1,1,2,2,10,NA,"1. Always",1984,0,1,0,1,1,0,1,2,1,1,NA,5,32,2,3,2,1,3
"3155",3823,1,1,1,0,0,2,1,"2. Web",1,1,1,1,10,NA,"2. Most of the time",1996,1,1,0,1,0,0,1,1,0,1,NA,4,20,1,3,2,1,2
"3156",3824,0,0,1,1,1,2,2,"2. Web",2,1,1,2,13,NA,"1. Always",1926,0,1,1,1,1,0,1,1,1,1,NA,5,90,6,4,3,1,3
"3157",3825,0,0,1,0,0,2,1,"2. Web",2,1,1,2,16,14,"2. Most of the time",1970,0,1,0,1,0,0,1,1,1,1,2,4,46,4,2,1,1,2
"3158",3826,0,0,1,0,0,2,2,"2. Web",1,0,5,2,9,9,"1. Always",1958,0,1,0,1,1,0,0,3,1,0,0,5,58,5,3,2,0,3
"3159",3827,0.5,0,1,0,0.5,2,2,"2. Web",2,1,1,2,10,14,"2. Most of the time",1943,1,1,1,1,1,0,1,1,1,1,2,4,73,6,5,4,1,2
"3160",3828,1,1,1,1,1,2,2,"2. Web",2,1,1,2,13,14,"3. About half the time",1977,1,1,1,1,1,0,1,1,1,1,2,3,39,3,5,4,1,1
"3161",3829,0,0,1,1,1,1,1,"2. Web",1,1,1,2,13,NA,"2. Most of the time",1994,0,1,1,0,0,0,1,1,1,1,NA,4,22,1,2,1,1,2
"3162",3830,1,1,1,1,1,1,1,"2. Web",2,1,1,1,11,NA,"2. Most of the time",1976,1,1,1,0,0,0,1,1,0,1,NA,4,40,3,3,2,1,2
"3163",3831,1,1,1,1,1,2,2,"2. Web",1,1,1,1,9,9,"2. Most of the time",1949,1,1,1,1,1,0,1,1,0,0,0,4,67,6,5,4,1,2
"3164",3832,1,1,1,1,1,2,2,"2. Web",-2,0,2,1,9,9,"4. Some of the time",1993,1,1,1,1,1,0,0,2,0,0,0,2,23,1,5,4,0,0
"3165",3833,0,0,1,0,0,2,1,"2. Web",1,0,2,2,11,NA,"5. Never",1989,0,1,0,1,0,0,0,2,1,1,NA,1,27,2,2,1,0,0
"3166",3834,0,0,1,0,0,2,2,"2. Web",-2,0,5,1,9,NA,"4. Some of the time",1989,0,1,0,1,1,0,0,3,0,0,NA,2,27,2,3,2,0,0
"3167",3835,0,0,1,0,0,2,2,"2. Web",1,1,1,2,14,10,"3. About half the time",1961,0,1,0,1,1,0,1,1,1,1,1,3,55,5,3,2,1,1
"3168",3836,0.5,0,1,1,1,2,2,"2. Web",-2,0,1,1,13,NA,"2. Most of the time",1965,1,1,1,1,1,0,0,1,0,1,NA,4,51,4,5,4,0,2
"3169",3837,0,0,1,0,0,1,1,"2. Web",1,1,1,2,9,13,"4. Some of the time",1948,0,1,0,0,0,0,1,1,1,0,2,2,68,6,1,0,1,0
"3170",3839,1,1,1,0,0,1,1,"2. Web",1,0,2,2,12,NA,"2. Most of the time",1980,1,1,0,0,0,0,0,2,1,1,NA,4,36,3,2,1,0,2
"3171",3840,0,0,1,0,0,2,1,"2. Web",4,1,1,2,12,11,"4. Some of the time",1978,0,1,0,1,0,0,1,1,1,1,1,2,38,3,2,1,1,0
"3172",3841,0,0,1,1,1,2,2,"2. Web",1,1,1,2,10,9,"4. Some of the time",1951,0,1,1,1,1,0,1,1,1,1,0,2,65,6,4,3,1,0
"3173",3842,0,0,1,0,0,1,2,"2. Web",2,1,1,2,9,NA,"4. Some of the time",1926,0,1,0,0,1,0,1,1,1,0,NA,2,90,6,2,1,1,0
"3174",3844,1,1,1,1,1,2,2,"2. Web",-2,1,1,1,13,NA,"2. Most of the time",1992,1,1,1,1,1,0,1,1,0,1,NA,4,24,1,5,4,1,2
"3175",3845,1,1,1,0,0,2,2,"2. Web",1,1,3,2,13,13,"2. Most of the time",1950,1,1,0,1,1,0,1,4,1,1,2,4,66,6,4,3,1,2
"3176",3846,0.5,0,1,1,1,2,2,"2. Web",1,1,1,2,14,13,"3. About half the time",1971,1,1,1,1,1,0,1,1,1,1,2,3,45,4,5,4,1,1
"3177",3847,1,1,1,1,1,2,2,"2. Web",2,1,1,1,9,9,"3. About half the time",-9,1,1,1,1,1,0,1,1,0,0,0,3,NA,NA,5,4,1,1
"3178",3848,0,0,1,1,1,2,1,"2. Web",2,1,1,2,9,10,"2. Most of the time",1939,0,1,1,1,0,0,1,1,1,0,1,4,77,6,3,2,1,2
"3179",3849,1,1,1,1,1,2,1,"2. Web",-2,0,1,1,13,11,"3. About half the time",1966,1,1,1,1,0,0,0,1,0,1,1,3,50,4,4,3,0,1
"3180",3850,1,1,1,1,1,2,2,"2. Web",2,1,1,1,12,12,"1. Always",1944,1,1,1,1,1,0,1,1,0,1,1,5,72,6,5,4,1,3
"3181",3851,0,0,1,0,0,2,2,"2. Web",-2,0,1,2,7,9,"4. Some of the time",1988,0,1,0,1,1,0,0,1,1,0,0,2,28,2,3,2,0,0
"3182",3852,1,1,1,1,1,2,2,"2. Web",1,1,1,2,11,9,"1. Always",1967,1,1,1,1,1,0,1,1,1,1,0,5,49,4,5,4,1,3
"3183",3853,1,1,1,1,1,1,2,"2. Web",-2,0,1,1,9,10,"2. Most of the time",1946,1,1,1,0,1,0,0,1,0,0,1,4,70,6,4,3,0,2
"3184",3854,1,1,1,0,0.5,1,1,"2. Web",1,1,5,2,10,NA,"3. About half the time",1983,1,1,1,0,0,0,1,3,1,1,NA,3,33,2,3,2,1,1
"3185",3855,0.5,0,1,1,1,2,2,"2. Web",1,1,1,2,13,NA,"2. Most of the time",1992,1,1,1,1,1,0,1,1,1,1,NA,4,24,1,5,4,1,2
"3186",3856,0,0,1,0,0,2,2,"2. Web",-2,1,1,2,10,NA,"3. About half the time",1967,0,1,0,1,1,0,1,1,1,1,NA,3,49,4,3,2,1,1
"3187",3857,0,0,1,0,0,1,2,"2. Web",-2,0,1,2,10,13,"3. About half the time",1990,0,1,0,0,1,0,0,1,1,1,2,3,26,2,2,1,0,1
"3188",3858,0.5,0,1,1,1,2,2,"2. Web",1,1,1,1,13,12,"2. Most of the time",1979,1,1,1,1,1,0,1,1,0,1,1,4,37,3,5,4,1,2
"3189",3859,0,0,1,0,0,2,1,"2. Web",2,1,1,1,9,10,"2. Most of the time",1966,0,1,0,1,0,0,1,1,0,0,1,4,50,4,2,1,1,2
"3190",3860,0,0,1,1,1,1,2,"2. Web",-2,0,1,2,14,NA,"2. Most of the time",1926,0,1,1,0,1,0,0,1,1,1,NA,4,90,6,3,2,0,2
"3191",3862,0,0,0,0,0,2,2,"2. Web",1,1,5,1,3,3,"1. Always",1940,0,0,0,1,1,0,1,3,0,0,0,5,76,6,2,1,1,3
"3192",3863,0,0,1,1,1,2,2,"2. Web",1,1,2,2,14,NA,"1. Always",1990,0,1,1,1,1,0,1,2,1,1,NA,5,26,2,4,3,1,3
"3193",3865,0.5,0,1,1,1,2,2,"2. Web",1,1,1,1,9,6,"2. Most of the time",1945,1,1,1,1,1,0,1,1,0,0,0,4,71,6,5,4,1,2
"3194",3866,0.5,0,1,0,0,1,2,"2. Web",1,1,1,2,14,NA,"4. Some of the time",1979,1,1,0,0,1,0,1,1,1,1,NA,2,37,3,3,2,1,0
"3195",3867,0,0,0,0,0,1,1,"2. Web",-2,1,5,1,9,10,"5. Never",1989,0,0,0,0,0,0,1,3,0,0,1,1,27,2,0,0,1,0
"3196",3868,0.5,0,1,1,1,2,1,"2. Web",2,1,1,2,10,10,"3. About half the time",1962,1,1,1,1,0,0,1,1,1,1,1,3,54,4,4,3,1,1
"3197",3869,0.5,0,1,1,1,2,2,"2. Web",1,1,1,1,11,12,"3. About half the time",1958,1,1,1,1,1,0,1,1,0,1,1,3,58,5,5,4,1,1
"3198",3870,1,1,1,0,0,2,2,"2. Web",2,1,1,2,13,10,"2. Most of the time",1976,1,1,0,1,1,0,1,1,1,1,1,4,40,3,4,3,1,2
"3199",3871,0,0,1,0,0.5,2,1,"2. Web",2,1,1,2,12,NA,"2. Most of the time",1973,0,1,1,1,0,0,1,1,1,1,NA,4,43,3,3,2,1,2
"3200",3872,0.5,0,1,1,1,2,2,"2. Web",2,1,1,2,10,NA,"1. Always",1944,1,1,1,1,1,0,1,1,1,1,NA,5,72,6,5,4,1,3
"3201",3873,1,1,1,1,1,2,2,"2. Web",2,1,1,2,14,14,"4. Some of the time",1974,1,1,1,1,1,0,1,1,1,1,2,2,42,3,5,4,1,0
"3202",3874,0,0,0,0,0,2,2,"2. Web",2,1,3,1,11,12,"2. Most of the time",1971,0,0,0,1,1,0,1,4,0,1,1,4,45,4,2,1,1,2
"3203",3875,0,0,1,1,1,2,2,"2. Web",2,1,1,1,13,NA,"2. Most of the time",1948,0,1,1,1,1,0,1,1,0,1,NA,4,68,6,4,3,1,2
"3204",3878,0,0,1,0,0,1,2,"2. Web",-2,0,5,2,10,9,"4. Some of the time",1996,0,1,0,0,1,0,0,3,1,1,0,2,20,1,2,1,0,0
"3205",3879,1,1,0,0,0,1,1,"2. Web",2,1,1,2,10,8,"2. Most of the time",1968,1,0,0,0,0,0,1,1,1,1,0,4,48,4,1,0,1,2
"3206",3880,1,1,1,1,1,2,2,"2. Web",2,1,1,2,10,12,"4. Some of the time",1976,1,1,1,1,1,0,1,1,1,1,1,2,40,3,5,4,1,0
"3207",3881,0.5,0,1,1,1,2,2,"2. Web",2,1,1,1,12,NA,"1. Always",1952,1,1,1,1,1,0,1,1,0,1,NA,5,64,5,5,4,1,3
"3208",3882,0,0,1,0,0.5,1,1,"2. Web",5,0,2,2,8,NA,"3. About half the time",1969,0,1,1,0,0,0,0,2,1,0,NA,3,47,4,2,1,0,1
"3209",3883,0,0,1,1,1,2,2,"2. Web",1,1,1,2,14,14,"2. Most of the time",1950,0,1,1,1,1,0,1,1,1,1,2,4,66,6,4,3,1,2
"3210",3884,0,0,1,1,1,2,2,"2. Web",2,0,1,1,13,13,"1. Always",1956,0,1,1,1,1,0,0,1,0,1,2,5,60,5,4,3,0,3
"3211",3885,1,1,1,0,0.5,2,2,"2. Web",-2,0,1,2,11,9,"3. About half the time",1988,1,1,1,1,1,0,0,1,1,1,0,3,28,2,5,4,0,1
"3212",3886,1,1,1,1,1,1,1,"2. Web",1,0,3,2,13,NA,"2. Most of the time",1986,1,1,1,0,0,0,0,4,1,1,NA,4,30,2,3,2,0,2
"3213",3887,0,0,1,0,0,2,2,"2. Web",2,1,6,1,10,NA,"1. Always",1960,0,1,0,1,1,0,1,4,0,1,NA,5,56,5,3,2,1,3
"3214",3888,1,1,1,1,1,2,2,"2. Web",1,1,1,2,15,15,"4. Some of the time",1973,1,1,1,1,1,0,1,1,1,1,2,2,43,3,5,4,1,0
"3215",3889,0,0,1,1,1,2,1,"2. Web",1,1,1,1,9,9,"2. Most of the time",1950,0,1,1,1,0,0,1,1,0,0,0,4,66,6,3,2,1,2
"3216",3891,0,0,0,0,0,1,1,"2. Web",-2,1,5,2,8,10,"3. About half the time",1987,0,0,0,0,0,0,1,3,1,0,1,3,29,2,0,0,1,1
"3217",3892,1,0,1,1,0,1,1,"2. Web",1,1,1,2,10,NA,"2. Most of the time",1936,1,1,0,0,0,0,1,1,1,1,NA,4,80,6,2,1,1,2
"3218",3893,0.5,0,1,1,1,2,1,"2. Web",1,1,1,1,16,13,"1. Always",1935,1,1,1,1,0,0,1,1,0,1,2,5,81,6,4,3,1,3
"3219",3894,0,0,1,1,1,2,2,"2. Web",2,1,1,1,13,10,"2. Most of the time",1926,0,1,1,1,1,0,1,1,0,1,1,4,90,6,4,3,1,2
"3220",3896,0,0,0,0,0,1,2,"2. Web",-2,1,1,2,5,NA,"2. Most of the time",1952,0,0,0,0,1,0,1,1,1,0,NA,4,64,5,1,0,1,2
"3221",3897,0.5,0,1,0,0,2,2,"2. Web",1,1,1,1,7,NA,"1. Always",1957,1,1,0,1,1,0,1,1,0,0,NA,5,59,5,4,3,1,3
"3222",3898,0,0,1,0,0.5,2,2,"2. Web",1,1,1,1,14,10,"1. Always",1928,0,1,1,1,1,0,1,1,0,1,1,5,88,6,4,3,1,3
"3223",3899,1,1,1,0,0,1,1,"2. Web",-2,1,3,2,13,NA,"3. About half the time",1991,1,1,0,0,0,0,1,4,1,1,NA,3,25,2,2,1,1,1
"3224",3900,0,0,1,1,1,1,2,"2. Web",1,1,2,1,10,10,"3. About half the time",1974,0,1,1,0,1,0,1,2,0,1,1,3,42,3,3,2,1,1
"3225",3901,1,1,1,1,1,1,1,"2. Web",2,1,5,1,11,11,"3. About half the time",1963,1,1,1,0,0,0,1,3,0,1,1,3,53,4,3,2,1,1
"3226",3902,0,0,1,1,0.5,2,2,"2. Web",-2,0,1,1,12,NA,"2. Most of the time",1949,0,1,1,1,1,0,0,1,0,1,NA,4,67,6,4,3,0,2
"3227",3903,1,1,1,1,1,2,2,"2. Web",1,1,5,1,10,NA,"2. Most of the time",1949,1,1,1,1,1,0,1,3,0,1,NA,4,67,6,5,4,1,2
"3228",3904,0,0,1,1,1,2,2,"2. Web",1,1,1,2,14,14,"3. About half the time",1946,0,1,1,1,1,0,1,1,1,1,2,3,70,6,4,3,1,1
"3229",3905,0,0,1,0,0,1,1,"2. Web",1,0,1,2,10,NA,"2. Most of the time",1996,0,1,0,0,0,0,0,1,1,1,NA,4,20,1,1,0,0,2
"3230",3907,1,1,1,0,0.5,1,1,"2. Web",-2,0,1,2,10,NA,"3. About half the time",1990,1,1,1,0,0,0,0,1,1,1,NA,3,26,2,3,2,0,1
"3231",3908,0,0,1,1,1,2,1,"2. Web",2,1,1,1,13,NA,"3. About half the time",1956,0,1,1,1,0,0,1,1,0,1,NA,3,60,5,3,2,1,1
"3232",3909,0,0,1,1,1,2,2,"2. Web",1,0,1,1,9,NA,"2. Most of the time",1973,0,1,1,1,1,0,0,1,0,0,NA,4,43,3,4,3,0,2
"3233",3910,0,0,1,1,1,2,1,"2. Web",2,0,1,1,12,13,"4. Some of the time",1984,0,1,1,1,0,0,0,1,0,1,2,2,32,2,3,2,0,0
"3234",3911,0.5,0,1,1,1,2,2,"2. Web",1,1,1,1,13,NA,"1. Always",1990,1,1,1,1,1,0,1,1,0,1,NA,5,26,2,5,4,1,3
"3235",3913,1,1,1,1,1,2,2,"2. Web",2,1,1,1,13,13,"1. Always",1955,1,1,1,1,1,0,1,1,0,1,2,5,61,5,5,4,1,3
"3236",3914,0,0,1,0,0,2,2,"2. Web",-2,0,1,2,7,NA,"4. Some of the time",1951,0,1,0,1,1,0,0,1,1,0,NA,2,65,6,3,2,0,0
"3237",3917,1,1,1,1,1,2,2,"2. Web",2,1,1,1,13,14,"3. About half the time",1970,1,1,1,1,1,0,1,1,0,1,2,3,46,4,5,4,1,1
"3238",3918,0,0,1,1,1,2,2,"2. Web",1,1,5,2,11,13,"3. About half the time",1976,0,1,1,1,1,0,1,3,1,1,2,3,40,3,4,3,1,1
"3239",3919,0.5,0,1,1,1,1,2,"2. Web",-2,1,1,2,10,NA,"3. About half the time",1953,1,1,1,0,1,0,1,1,1,1,NA,3,63,5,4,3,1,1
"3240",3922,1,1,1,0,0,2,2,"2. Web",1,0,6,2,11,NA,"2. Most of the time",1981,1,1,0,1,1,0,0,4,1,1,NA,4,35,3,4,3,0,2
"3241",3923,1,1,1,0,0,2,2,"2. Web",1,0,5,NA,NA,NA,"2. Most of the time",-9,1,1,0,1,1,0,0,3,NA,NA,NA,4,NA,NA,4,3,0,2
"3242",3924,0,0,0,0,0,1,1,"2. Web",-2,0,1,2,6,NA,"4. Some of the time",1997,0,0,0,0,0,0,0,1,1,0,NA,2,19,1,0,0,0,0
"3243",3925,1,1,1,1,1,2,1,"2. Web",1,1,1,1,10,10,"1. Always",1969,1,1,1,1,0,0,1,1,0,1,1,5,47,4,4,3,1,3
"3244",3926,1,1,1,1,1,2,1,"2. Web",1,1,1,1,14,13,"4. Some of the time",1965,1,1,1,1,0,0,1,1,0,1,2,2,51,4,4,3,1,0
"3245",3927,0,0,1,1,1,2,1,"2. Web",5,1,1,2,13,NA,"3. About half the time",1991,0,1,1,1,0,0,1,1,1,1,NA,3,25,2,3,2,1,1
"3246",3928,1,1,1,1,1,2,2,"2. Web",1,1,1,2,15,15,"1. Always",1970,1,1,1,1,1,0,1,1,1,1,2,5,46,4,5,4,1,3
"3247",3929,0,0,1,1,1,1,2,"2. Web",-2,0,1,1,10,NA,"3. About half the time",1997,0,1,1,0,1,0,0,1,0,1,NA,3,19,1,3,2,0,1
"3248",3930,1,1,1,1,1,2,1,"2. Web",3,1,1,1,12,10,"3. About half the time",1958,1,1,1,1,0,0,1,1,0,1,1,3,58,5,4,3,1,1
"3249",3931,1,1,1,1,1,1,1,"2. Web",2,0,1,2,10,NA,"2. Most of the time",1989,1,1,1,0,0,0,0,1,1,1,NA,4,27,2,3,2,0,2
"3250",3932,0.5,0,1,1,1,2,1,"2. Web",2,1,1,1,13,14,"1. Always",1953,1,1,1,1,0,0,1,1,0,1,2,5,63,5,4,3,1,3
"3251",3933,1,1,1,0,0.5,2,1,"2. Web",1,1,1,1,13,13,"2. Most of the time",1987,1,1,1,1,0,0,1,1,0,1,2,4,29,2,4,3,1,2
"3252",3934,0,0,1,0,0,1,2,"2. Web",1,1,1,1,12,NA,"3. About half the time",1985,0,1,0,0,1,0,1,1,0,1,NA,3,31,2,2,1,1,1
"3253",3936,0,0,1,1,1,2,1,"2. Web",1,1,2,1,10,9,"2. Most of the time",1956,0,1,1,1,0,0,1,2,0,1,0,4,60,5,3,2,1,2
"3254",3937,0,0,0,0,0,1,2,"2. Web",2,1,1,1,9,10,"4. Some of the time",1982,0,0,0,0,1,0,1,1,0,0,1,2,34,2,1,0,1,0
"3255",3939,0,0,1,1,1,2,1,"2. Web",2,1,1,2,11,10,"2. Most of the time",1955,0,1,1,1,0,0,1,1,1,1,1,4,61,5,3,2,1,2
"3256",3940,0,0,1,1,1,2,1,"2. Web",2,1,1,1,9,NA,"1. Always",1936,0,1,1,1,0,0,1,1,0,0,NA,5,80,6,3,2,1,3
"3257",3941,1,1,1,1,1,1,2,"2. Web",2,0,1,2,10,10,"4. Some of the time",1994,1,1,1,0,1,0,0,1,1,1,1,2,22,1,4,3,0,0
"3258",3942,0.5,0,1,1,1,2,2,"2. Web",2,1,1,2,13,13,"1. Always",1941,1,1,1,1,1,0,1,1,1,1,2,5,75,6,5,4,1,3
"3259",3943,0,0,1,0,0,2,2,"2. Web",1,0,2,1,10,NA,"2. Most of the time",1964,0,1,0,1,1,0,0,2,0,1,NA,4,52,4,3,2,0,2
"3260",3944,0,0,1,0,0,2,2,"2. Web",1,0,2,1,9,9,"4. Some of the time",1994,0,1,0,1,1,0,0,2,0,0,0,2,22,1,3,2,0,0
"3261",3945,0.5,0,1,0,0.5,2,2,"2. Web",-2,0,3,2,9,13,"4. Some of the time",1952,1,1,1,1,1,0,0,4,1,0,2,2,64,5,5,4,0,0
"3262",3946,1,1,1,1,1,2,2,"2. Web",-2,1,6,2,15,NA,"1. Always",1977,1,1,1,1,1,0,1,4,1,1,NA,5,39,3,5,4,1,3
"3263",3947,0,0,1,0,0,1,1,"2. Web",3,1,1,2,10,10,"3. About half the time",1971,0,1,0,0,0,0,1,1,1,1,1,3,45,4,1,0,1,1
"3264",3948,0,0,1,1,1,2,2,"2. Web",1,1,1,2,14,14,"2. Most of the time",1958,0,1,1,1,1,0,1,1,1,1,2,4,58,5,4,3,1,2
"3265",3950,1,1,1,1,1,2,1,"2. Web",2,1,1,2,12,12,"1. Always",1959,1,1,1,1,0,0,1,1,1,1,1,5,57,5,4,3,1,3
"3266",3951,0.5,0,1,0,0,1,1,"2. Web",4,1,2,1,5,9,"2. Most of the time",1990,1,1,0,0,0,0,1,2,0,0,0,4,26,2,2,1,1,2
"3267",3952,1,1,1,1,1,2,2,"2. Web",1,1,1,2,16,16,"3. About half the time",1981,1,1,1,1,1,0,1,1,1,1,2,3,35,3,5,4,1,1
"3268",3953,0,0,1,1,1,2,2,"2. Web",2,0,1,1,14,NA,"1. Always",1972,0,1,1,1,1,0,0,1,0,1,NA,5,44,3,4,3,0,3
"3269",3954,0.5,0,1,0,0,1,2,"2. Web",2,1,1,2,14,14,"1. Always",1967,1,1,0,0,1,0,1,1,1,1,2,5,49,4,3,2,1,3
